2	3967122	3967623	31941	182.365720064371	*	-4.58
2	20418268	20418769	32367	181.77831920632	*	1.92
21	44781018	44781519	40966	181.77831920632	*	0.94
1	203296878	203297379	5272	181.438755557577	*	2
12	51223146	51223647	15278	181.023729087096	*	-7.59
3	21305129	21305630	42944	180.814454694497	*	-8.31
2	238037613	238038114	37782	180.199966284163	*	-3.72
7	150675805	150676306	63657	179.788107009301	*	-2.55
3	121311906	121312407	45145	179.788107009301	*	1.84
2	181996322	181996823	36410	178.446639625349	*	-3.52
9	114176617	114177118	69411	177.986028756795	*	2.57
3	45730417	45730918	43538	177.544873321858	*	1.49
15	30051067	30051568	20477	175.128616245228	*	-5.54
2	68398527	68399028	33670	174.213607900319	*	-2.93
4	103116962	103117463	49747	172.984320149441	*	-5.06
1	207997160	207997661	5492	172.189630613789	*	0.87
11	19453974	19454475	11000	169.355420107731	*	2.85
5	95264184	95264685	53591	168.632794328436	*	4.83
4	185954704	185955205	51349	168.632794328436	*	2.84
11	249120	249621	10417	168.239087409443	*	-3.73
X	140741546	140742047	72743	166.861327796308	*	-8.06
20	48235914	48236415	39488	165.734887386354	*	-4.46
4	55377718	55378219	48798	163.496924768681	*	-5.94
3	74202991	74203492	44328	162.932822176632	*	-5.07
4	54318	54819	47505	162.932822176632	*	-2.41
14	36873088	36873589	19071	161.290111862394	*	-4.71
12	56366684	56367185	15455	161.272611725273	*	3.19
14	73154139	73154640	19611	160.731432910503	*	-5.53
22	41088673	41089174	42099	158.728952016352	*	-4.89
1	226130999	226131500	6017	157.544873321858	*	2.48
2	30481459	30481960	32670	156.925039620868	*	-5.33
16	49539879	49540380	24075	156.925039620868	*	-6.46
7	107190763	107191264	62241	156.757175447023	*	-6.46
1	40789547	40790048	1363	155.670307091256	*	-5.59
18	74436204	74436705	29536	155.575202309356	*	-3.6
3	50626073	50626574	43754	155.43633966871	*	-6.45
1	206889777	206890278	5442	155.243288116756	*	2.21
2	156210497	156210998	35795	154.975728800156	*	-5.72
21	43948148	43948649	40915	154.894549897934	*	3.79
9	111776965	111777466	69328	154.424927980943	*	-6.43
2	74517480	74517981	33871	154.388986163509	*	-2.04
MT	10908	11409	70590	152.604276555499	*	-0.81
1	149860042	149860543	3264	151.771783546969	*	1.18
1	226813055	226813556	6062	151.481303992702	*	-4.96
7	150051471	150051972	63626	151.191864077192	*	-4.29
5	1432460	1432961	51597	150.990869322623	*	-5.56
4	179875908	179876409	51165	150.560111249262	*	-4.8
6	26123812	26124313	56631	150.177287669604	*	1.74
3	196411836	196412337	47421	149.746941347352	*	3.17
4	3186537	3187038	47630	149.355420107731	*	-6.37
1	159436054	159436555	3805	148.894102897008	*	-3.59
4	61726934	61727435	48901	148.894102897008	*	-4.72
5	176018331	176018832	55665	148.69666231505	*	-3.64
1	206841595	206842096	5436	148.181564120552	*	-3.53
1	7628356	7628857	193	148.124792791635	*	-4.79
6	7847723	7848224	56091	147.399286120149	*	3.54
2	134732961	134733462	35364	147.399286120149	*	3.47
20	37521863	37522364	39091	147.399286120149	*	3.02
2	23916923	23917424	32450	147.258421507363	*	-5.26
21	41647879	41648380	40800	146.536470255494	*	4.3
10	61463727	61464228	8374	146.382721639824	*	-6.06
1	237122187	237122688	6458	145.850266520292	*	-5.85
9	111405851	111406352	69320	145.590909179348	*	-7.66
2	27904326	27904827	32606	145.559552040819	*	-5.36
2	233764576	233765077	37620	143.893398369101	*	-8.75
16	67581728	67582229	24468	143.372421683184	*	1.92
3	101420647	101421148	44707	143.3254704711	*	2.45
10	70811354	70811855	8577	143.269790928711	*	-3.13
22	23893657	23894158	41394	142.915790998653	*	-5.09
5	133224160	133224661	54412	142.604276555499	*	3.29
17	21073819	21074320	25767	142.433638917542	*	-3.97
17	39195743	39196244	26332	142.433638917542	*	-5.61
15	50992539	50993040	21088	141.797985405144	*	-7.59
1	30251687	30252188	1017	141.765257708297	*	-8.69
7	156290965	156291466	63888	141.56767221902	*	-4.04
10	42791031	42792000	8010	141.101382787418	*	-2.43
7	603186	603687	59532	139.788107009301	*	-6.26
20	30293581	30294082	38773	139.706162223148	*	2.3
16	46723056	46723557	23998	138.927900303521	*	1.13
MT	15304	15805	70594	138.927900303521	*	-0.92
7	121383035	121383536	62595	138.927900303521	*	-3.31
11	63760324	63760825	11963	138.927900303521	*	2.8
10	772349	772850	6830	138.794260687941	*	-4.21
7	148680529	148681030	63573	138.632794328436	*	1.05
7	111654705	111655206	62339	138.356471442156	*	-5.74
17	63910767	63911268	27192	138.268137315877	*	2.56
14	89770522	89771023	19824	138.268137315877	*	2.44
1	226016808	226017309	6000	137.746907182741	*	-6.52
19	7072348	7072849	30025	137.144426909922	*	-2.8
3	170067673	170068174	46477	136.716203965613	*	-3.41
1	154155451	154156382	3471	136.635402661515	*	1.48
14	94442112	94442613	19965	136.363880201079	*	2.33
8	41750431	41750932	65116	135.528419686578	*	-4.28
22	39484381	39484882	42006	134.584207560534	*	-2.78
2	86084701	86085202	34050	134.534573365219	*	2.44
21	44746187	44746688	40963	134.473317838878	*	4.53
11	10331913	10332414	10730	134.248121550723	*	1.71
21	44772696	44773197	40965	134.045037781744	*	1.9
11	134508852	134509353	13881	132.890368810047	*	-2.74
12	32780849	32781350	14842	132.588484011482	*	-5.29
12	42862998	42863499	14984	132.175273758337	*	2.44
12	77413679	77414180	15987	131.157712303674	*	-5.21
5	79477428	79477929	53243	130.71092309756	*	-2.01
5	103838121	103838622	53748	130.481769646841	*	-6.42
6	25138227	25138728	56570	130.400051616716	*	2.13
2	175482817	175483318	36233	130.190880622232	*	-5.27
15	76503845	76504346	21909	129.829666607012	*	-4.13
12	782958	783459	13916	129.66576244513	*	3.27
6	158441175	158441676	59287	129.244530386075	*	-7.36
1	209938250	209938751	5569	128.538719643218	*	-4.2
9	133761292	133761793	70012	128.153085691824	*	-4.09
15	70308326	70308827	21686	128.096683018297	*	1.8
21	45387257	45387758	41006	128.096683018297	*	-4.9
8	24535025	24535526	64655	128.041003475908	*	-6.11
15	31843913	31844414	20548	127.721132953863	*	-7.3
22	18372828	18373329	41190	127.721132953863	*	-4.76
7	55637462	55637963	61058	127.619538968712	*	2.74
3	185255014	185255515	47004	127.281583934635	*	1.96
8	124492523	124493024	66660	127.099653886375	*	-4.17
5	173217491	173217992	55561	127.099653886375	*	2.08
X	48774343	48774844	71276	126.882461389442	*	2.13
6	327471	327972	55848	126.840296545431	*	1.14
11	68237948	68238449	12206	126.716203965613	*	-2.97
12	110792707	110793208	16798	126.615435063954	*	-4.21
1	207921555	207922056	5485	126.439741428069	*	3.21
15	91340729	91341230	22380	126.179829574251	*	-7.28
9	113019406	113019907	69390	125.767541260632	*	1.54
17	4278456	4278957	25199	125.575202309356	*	0.91
3	24179014	24179515	43008	125.42118103266	*	3.78
11	60606084	60606585	11823	125.406075122408	*	1.87
6	63047073	63047574	57578	124.814860601221	*	-5.41
6	11728307	11728808	56210	124.749551929632	*	1.78
7	154383571	154384072	63802	124.749551929632	*	4.61
20	23168588	23169089	38620	124.672456210075	*	-5.27
15	23863715	23864216	20330	124.023048140745	*	-3.89
17	58982837	58983338	27040	123.809066693733	*	-5.6
3	161028562	161029063	46238	123.73659632625	*	3.46
5	10801007	10801508	51859	123.73659632625	*	3.16
1	25070014	25070515	791	123.429441471429	*	2.47
13	49133498	49133999	17773	123.178549236262	*	-4.8
6	31670389	31670890	56898	123.151546383556	*	-2.24
2	131734707	131735208	35280	122.628073572953	*	-3.16
7	105291004	105291505	62164	122.628073572953	*	-4.37
1	154823815	154824316	3541	122.441251443275	*	3.31
19	10200429	10200930	30154	122.048154103176	*	-4.85
1	150550993	150551494	3315	121.917890270758	*	2.76
12	40882322	40882823	14934	121.101382787418	*	-8.16
8	129234723	129235224	66820	120.97453220686	*	2.28
6	106049455	106049956	58214	120.904439707588	*	2.5
13	113883505	113884006	18684	120.904439707588	*	-6.64
18	69851635	69852136	29415	120.803989762159	*	-6.02
1	121484873	121485374	3038	120.695604052333	*	0.26
18	51884134	51884635	29048	120.535477349869	*	2.67
7	122217009	122217510	62635	119.746941347352	*	-4.6
8	11754346	11754847	64368	119.469215565166	*	1.86
2	238384638	238385139	37796	119.393021596464	*	-5.98
5	42728224	42728725	52466	118.96196279044	*	-3.82
3	62878592	62879093	44071	118.927900303521	*	-8.08
13	49550750	49551251	17780	118.927900303521	*	1.91
17	48738990	48739491	26739	118.507808873446	*	3.74
16	30415350	30415851	23746	118.477116556169	*	-3.71
4	6974428	6974929	47772	118.477116556169	*	-3.11
17	77990552	77991053	27734	118.239087409443	*	-3.94
22	37269147	37269648	41869	117.87812395596	*	2.39
8	126103836	126104337	66708	117.695510786217	*	1.5
6	27833439	27833940	56745	117.594507517174	*	2.33
22	36044346	36044847	41792	117.423214251308	*	1.85
7	67675209	67675710	61280	117.099653886375	*	-8.03
18	47369445	47369946	28916	116.840296545431	*	-3.69
12	47472982	47473483	15120	116.655462488491	*	-8.04
8	53351574	53352075	65356	116.575773191778	*	5.21
13	26476662	26477163	17387	116.556077263149	*	2.81
3	103440525	103441026	44754	115.985994592185	*	-8.01
21	35922664	35923165	40498	115.985994592185	*	-4.52
19	17377776	17378277	30483	115.734887386354	*	2.03
2	98267635	98268136	34383	115.331323796459	*	-3.19
2	26290918	26291419	32551	114.894549897934	*	1.54
1	231761597	231762098	6291	114.698003017969	*	4.63
1	31914483	31914984	1056	114.078232426041	*	1.64
X	9430920	9431421	70743	114.078232426041	*	1.78
20	25291105	25291606	38702	113.936186348894	*	1.5
3	51481406	51481907	43775	113.904055907748	*	-7.95
1	166865357	166865858	4147	113.798639450262	*	-4.93
4	156561500	156562001	50807	113.526170298854	*	1.98
1	74268303	74268804	2224	113.391345219961	*	-4.92
21	35320082	35320583	40462	113.391345219961	*	1.05
10	106109371	106109872	9661	113.34419008982	*	4.59
2	231649096	231649597	37522	113.106911408764	*	-4.92
21	43831269	43831770	40906	113.071530807228	*	-5.73
15	90705900	90706401	22356	113.027706572403	*	-5.3
8	134760618	134761119	67023	112.865094569061	*	-7.91
17	4244781	4245282	25196	112.790142558463	*	4.56
3	52481172	52481673	43811	112.724587429714	*	-7.91
9	91869039	91869540	68752	112.708352103072	*	-5.04
21	39953888	39954389	40699	112.708352103072	*	-4.33
7	2933837	2934338	59621	112.549252084179	*	1.8
15	99417951	99418452	22597	112.494916051487	*	2.22
13	96266815	96267316	18263	112.403321553104	*	-6.5
6	137075609	137076110	58916	112.403321553104	*	-4.57
8	130984595	130985096	66865	112.335871528876	*	1.87
8	49651102	49651603	65271	112.335871528876	*	-5.29
14	81658709	81659210	19755	112.232988160116	*	3.25
6	293218	293719	55838	112.189630613789	*	1.31
19	1383255	1383756	29734	112.062096153092	*	1.41
19	1897304	1897805	29766	111.951793212788	*	2.74
14	98173220	98173721	20026	111.911141326402	*	3.48
5	121473162	121473663	54095	111.830961606243	*	4.37
4	27194458	27194959	48276	111.636758842932	*	-5.28
20	48367465	48367966	39497	111.505805862031	*	1.3
19	7107106	7107607	30028	111.450869776921	*	-5.91
7	130916068	130916569	62941	111.360826230421	*	1.14
17	47738514	47739015	26694	110.867160982396	*	4.66
15	96382283	96382784	22533	110.814454694497	*	3.13
6	91134714	91135215	58050	110.72629636961	*	2.41
12	52363719	52364220	15324	110.670191780768	*	-7.85
9	84255224	84255725	68546	110.655015487564	*	-7.85
4	77223425	77223926	49206	110.619809025238	*	3.54
13	51086922	51087423	17811	110.540392964224	*	2.06
22	37204928	37205429	41861	110.540392964224	*	2.04
1	175818765	175819266	4481	110	*	-4.34
10	59847192	59847693	8350	109.956786262174	*	-7.83
13	99210082	99210583	18330	109.956786262174	*	-7.83
7	157805922	157806423	63956	109.913998282381	*	-4.67
1	168286481	168286982	4225	109.871627752948	*	1.51
1	88177822	88178323	2466	109.355420107731	*	-4.05
4	130314825	130315326	50290	109.100948885606	*	-4.88
8	29087749	29088250	64813	109.100948885606	*	2.78
15	72978502	72979003	21767	108.927900303521	*	2.18
11	23912022	23912523	11099	108.326826652518	*	-7.78
21	33145368	33145869	40348	108.268137315877	*	4.76
13	34253008	34253509	17547	108.268137315877	*	4.09
5	75012977	75013478	53112	108.268137315877	*	1.83
5	131094321	131094822	54327	108.268137315877	*	3.1
16	13452770	13453271	23217	108.268137315877	*	-5.49
7	124442725	124443226	62703	107.904849854574	*	-4.7
1	60087249	60087750	1958	107.746907182741	*	-3.87
10	70993000	70993501	8587	107.670038896078	*	-7.77
2	145992383	145992884	35580	107.594507517174	*	-4.3
13	110511923	110512424	18562	107.594507517174	*	-2.35
6	10855275	10855776	56180	107.471469690201	*	4.75
1	204811584	204812085	5353	107.375489102696	*	2.88
3	122398135	122398636	45188	107.351821769905	*	3.49
12	14685269	14685770	14430	107.351821769905	*	-7.75
10	53367821	53368322	8249	107.212463990472	*	3.27
4	137946818	137947319	50365	107.189666327523	*	-7.75
2	15003333	15003834	32257	106.695862266508	*	-5.56
19	11491330	11491831	30217	106.497519816658	*	2.02
7	44310606	44311107	60722	106.307841425899	*	-7.72
7	133735500	133736001	63031	106.216020990519	*	2.12
4	1304092	1304593	47550	106.197887582884	*	-4.43
2	69250236	69250737	33706	106.090648928966	*	-7.71
15	70727517	70728018	21714	106.090648928966	*	1.69
12	1663288	1663789	13952	106.055483191738	*	1.36
18	52257920	52258421	29053	106.055483191738	*	-4.2
4	153506157	153506658	50726	105.654310959658	*	2.06
1	32104924	32105425	1066	105.406075122408	*	-4.71
22	46181192	46181693	42281	105.391021572435	*	-2.05
19	45552320	45552821	31273	105.243288116756	*	2.95
15	67429665	67430166	21575	105.199930570429	*	2.92
1	227069927	227070428	6082	105.030703519268	*	1.19
X	148585805	148586306	72832	104.867823999321	*	3.24
15	101740437	101740938	22666	104.841261562883	*	1.52
14	23789980	23790481	18884	104.723700991287	*	3.01
1	24718806	24719307	779	104.647058799572	*	3.56
1	208057018	208057519	5498	104.596705252091	*	1.9
10	14227116	14227617	7281	104.559319556497	*	1.06
11	65191829	65192330	12028	104.353339357479	*	1.12
X	119763942	119764443	72402	104.30626090385	*	-2.07
1	234531845	234532346	6363	104.271283977995	*	-4.41
2	130067151	130067652	35253	104.271283977995	*	-5.01
1	7723214	7723715	194	103.946949538589	*	-6.04
1	151138252	151138753	3344	103.675427078153	*	0.98
2	198081464	198081965	36718	103.625102704875	*	2.62
3	123476098	123476599	45222	103.595185630296	*	1.65
12	16380787	16381288	14480	103.391345219961	*	3.91
5	179791121	179791622	55787	103.334820194451	*	-3.97
3	61868366	61868867	44047	103.205721033879	*	-6.34
2	137139521	137140022	35454	103.08918507877	*	1.34
X	57206406	57207322	71433	103.036436112667	*	-4.07
3	141155983	141156484	45735	102.890368810047	*	-1.95
6	25377923	25378424	56589	102.856702402548	*	-3.55
14	23000667	23001168	18844	102.692177243336	*	-5.6
15	93048063	93048564	22451	102.564902352716	*	-4.45
1	22352338	22352839	684	102.45651664289	*	1.35
X	77041382	77041883	71793	102.247537402598	*	-2.06
20	24008158	24008659	38648	101.924649719311	*	2.76
17	67278102	67278603	27299	101.924649719311	*	-3.71
1	155976873	155977374	3631	101.904402853647	*	-5.77
19	39896784	39897285	31041	101.864190114318	*	2.25
17	65645821	65646322	27239	101.726307269462	*	3.06
3	5228743	5229244	42555	101.56767221902	*	2.61
2	169608465	169608966	36067	101.463017882238	*	-5.48
12	27629384	27629885	14710	101.408617027055	*	-5.06
11	117855763	117856264	13369	101.39661993429	*	-4.1
MT	8235	8736	70589	101.39661993429	*	-0.81
7	140925414	140925915	63305	101.37272471682	*	2.27
2	6909117	6909618	32000	101.197582241045	*	7.32
16	6385019	6385520	22970	101.169066414243	*	-6.36
1	155145570	155146071	3576	101.135092748275	*	1.66
X	111894652	111895153	72254	101.079053973095	*	-7.58
3	148762671	148763172	45883	100.846001647877	*	-7.57
7	150363438	150363939	63647	100.366844886139	*	-4.96
4	76919044	76919545	49191	100.282604091122	*	-6.76
11	121352637	121353138	13508	100.218194830626	*	3.38
15	52374661	52375162	21128	100.199966284163	*	2.33
19	13023054	13023555	30293	100.048037084028	*	3.71
11	65245168	65245669	12034	100.048037084028	*	1.69
12	123283968	123284469	17067	100.043648054024	*	-7.54
5	98396470	98396971	53661	100.043648054024	*	-3.1
1	226299793	226300294	6030	100.030507515046	*	1.45
X	39720379	39720880	71106	100.021769192543	*	-3.69
X	117662272	117662773	72338	100	*	-1.79
5	134259235	134259736	54458	100	*	-3.31
9	93048842	93049343	68794	99.9567862621736	*	-5.39
7	148405180	148405681	63553	99.8716277529483	*	3.09
2	69135709	69136210	33704	99.8716277529483	*	1.61
18	14488356	14488857	28273	99.7881070093006	*	-2.78
10	125795262	125795763	10124	99.7881070093006	*	2.16
22	29196526	29197027	41549	99.6657624451305	*	1.15
1	184795026	184795527	4794	99.5860731484177	*	-5.38
12	66607646	66608147	15720	99.5860731484177	*	-4.61
6	20468987	20469488	56466	99.5860731484177	*	-2.97
20	47242876	47243377	39446	99.4692155651658	*	-3.1
9	123628403	123628904	69665	99.3554201077308	*	-4.28
MT	7557	8058	70588	99.3554201077308	*	-0.8
17	28608348	28608849	25906	99.3181413825384	*	-4.07
11	36383267	36383768	11368	99.3181413825384	*	-7.52
3	111124445	111124946	44905	99.3181413825384	*	-7.52
16	59760124	59760625	24320	99.3181413825384	*	-7.52
8	21017516	21018017	64557	99.2445303860747	*	-6.27
10	130269838	130270339	10264	99.2445303860747	*	7.26
1	226614611	226615112	6048	98.9962945488244	*	-7.51
12	80581585	80582086	16054	98.8941028970075	*	3.42
15	45027134	45027635	20936	98.8941028970075	*	5.16
13	102393448	102393949	18430	98.8941028970075	*	-7.52
1	110554752	110555253	2789	98.8605664769316	*	-4.92
14	61853124	61853625	19397	98.5387196432176	*	-7.49
11	113643878	113644379	13230	98.5387196432176	*	-2.47
7	41097627	41098128	60619	98.4163750790475	*	-7.49
12	76371752	76372253	15956	98.3268266525182	*	1.45
10	90219993	90220494	9141	98.3268266525182	*	-3.8
2	171649801	171650302	36112	98.2973828460504	*	-5.68
4	186273722	186274223	51367	98.2102305270683	*	1.25
8	40602410	40602911	65093	98.1815641205523	*	4.69
6	43683306	43683807	57270	98.0966830182971	*	2.89
7	154816404	154816905	63821	98.0966830182971	*	-7.48
8	138969128	138969629	67120	98.0687540164554	*	-6.25
1	30640129	30640630	1025	97.9860287567955	*	-5.96
22	27243166	27243667	41512	97.9860287567955	*	-5.96
4	83876316	83876817	49385	97.9588001734407	*	-5.52
2	150644307	150644808	35660	97.8781239559604	*	-6.26
1	142539464	142539965	3041	97.8251605578609	*	-1.65
14	91862534	91863035	19897	97.8251605578609	*	-1.66
4	3600296	3600797	47641	97.7469071827414	*	-4.58
4	37798687	37799188	48394	97.6955107862173	*	-7.48
7	138128509	138129010	63170	97.6700388960785	*	-7.47
16	11633476	11633977	23127	97.6700388960785	*	2.18
X	115126221	115126722	72307	97.4714696902011	*	1.91
7	153227754	153228255	63765	97.4232142513082	*	-6.25
8	68636242	68636743	65726	97.3992861201492	*	2.23
2	10232758	10233259	32112	97.3754891026957	*	-4.58
10	70715725	70716226	8573	97.2584215073632	*	0.99
15	31629112	31629613	20527	97.2353819582676	*	3.6
8	134911626	134912127	67026	97.2353819582676	*	-6.23
5	153743556	153744057	55085	97.2353819582676	*	-5.69
1	42733010	42733511	1442	97.2124639904717	*	-3.73
11	66496079	66496580	12106	97.2124639904717	*	-3.11
17	74259158	74260063	27537	97.2124639904717	*	1.3
11	85894056	85894557	12685	97.1669877129645	*	1.81
17	33695132	33695633	26096	97.0333480973847	*	4.6
1	155950246	155950747	3627	96.903698325741	*	1.79
21	44731363	44731864	40961	96.903698325741	*	2.29
9	117248331	117248832	69518	96.8402965454308	*	2.22
2	236149692	236150193	37710	96.6554624884907	*	-5.02
1	31228100	31228601	1036	96.6354026615147	*	2.65
3	154681379	154681880	46036	96.5757731917779	*	-3.4
17	17817810	17818311	25637	96.4975198166584	*	3.37
15	74163031	74163532	21800	96.4781748188864	*	-4.76
3	125579972	125580473	45287	96.1978875828839	*	4.02
9	112577519	112578020	69355	96.1083391563547	*	-6.68
11	18791142	18791643	10976	96.0032627851896	*	3.75
15	63232731	63233232	21435	95.9176003468815	*	2.42
3	15389050	15389551	42812	95.9176003468815	*	-3.18
4	183839938	183840439	51250	95.9176003468815	*	2.55
15	68596961	68597462	21625	95.8670023591875	*	1.56
3	178797162	178797663	46746	95.7675412606319	*	-4.36
7	37860144	37860645	60539	95.7511836336893	*	-3.99
12	12950479	12950980	14378	95.5595520408192	*	1.84
10	99172680	99173181	9401	95.5595520408192	*	1.32
4	124427687	124428188	50190	95.5284196865778	*	-7.41
5	32638180	32638681	52250	95.5284196865778	*	-4.57
5	6041119	6041620	51735	95.0863830616573	*	-6.2
15	38530270	38530771	20696	95.0584540598156	*	2.03
10	14984193	14984694	7316	95.0584540598156	*	2.38
7	150018222	150018723	63621	94.9894073778225	*	2.24
2	234365943	234366444	37649	94.907974776689	*	-3.66
9	108019868	108020369	69238	94.8148606012211	*	3.39
2	154335552	154336053	35773	94.7495519296315	*	-3.55
5	88124845	88125346	53430	94.7108329972234	*	-1.21
19	1419573	1420074	29735	94.6092390120722	*	-2.6
11	59189654	59190155	11788	94.5099673797421	*	-5.65
17	8089435	8089936	25379	94.4855000202712	*	1.24
6	32935318	32935819	56951	94.4490555142168	*	2.77
1	159046268	159046769	3790	94.4490555142168	*	1.77
15	67467099	67467600	21577	94.4369749923271	*	5.02
3	39136295	39136796	43329	94.3297363384094	*	-6.19
17	37911614	37912115	26268	94.1228903498109	*	1.12
2	153986282	153986783	35752	94.1116827440579	*	-4.42
6	11319414	11320364	56197	94.0230481407449	*	-5.31
6	35694588	35695089	57049	94.0230481407449	*	-4.48
1	206888107	206888608	5441	93.9147396642281	*	2.84
1	3045729	3046230	88	93.9040559077478	*	-4.54
15	38184180	38184681	20680	93.8510278396686	*	-6.21
1	185366597	185367098	4813	93.829996588791	*	-4.77
X	77499208	77499709	71809	93.7365963262496	*	-5.08
6	25370361	25370862	56587	93.7263414340727	*	2.01
16	10579547	10580048	23068	93.6957212497498	*	7.07
3	53915860	53916361	43859	93.585258894959	*	-2.71
17	75204337	75204838	27594	93.585258894959	*	1.64
9	110103445	110103946	69288	93.5753547975788	*	3.66
12	107856498	107856999	16685	93.5359627377693	*	-5.87
7	148503304	148503805	63561	93.3161408331	*	-2.36
4	140410995	140411496	50417	93.3068311943389	*	-5.05
10	64373236	64373737	8450	93.1785492362617	*	-3.88
18	69500155	69500656	29407	93.0891850787703	*	-5.3
17	37730127	37730628	26260	93.0364361126667	*	-4.65
2	2851412	2851913	31901	92.9499204066666	*	-3.09
12	24897453	24897954	14617	92.7572413039921	*	-7.33
6	90008486	90008987	58006	92.7164621797877	*	2.47
8	124703887	124704388	66670	92.7164621797877	*	2.25
20	18341045	18341546	38480	92.6921772433361	*	5.05
4	161305110	161305611	50894	92.6600071346161	*	-6.17
18	3741318	3741819	27972	92.6121944151563	*	-5.54
16	24609066	24609567	23537	92.5258819211358	*	-5.16
11	10389503	10390004	10734	92.5258819211358	*	-6.15
9	138542092	138542593	70163	92.5258819211358	*	-6.15
1	170500723	170501224	4295	92.4108810760203	*	1.78
17	74260429	74260930	27538	92.4033215531037	*	1.65
8	72339200	72339701	65829	92.3732143627256	*	-2.25
1	156459017	156459518	3668	92.3507701535011	*	1.3
21	47167685	47168186	41083	92.2914798835785	*	-5.15
17	47785299	47785800	26697	92.2548303427145	*	2.19
9	115818438	115818939	69471	92.1968268785985	*	-3.22
5	95159887	95160388	53581	92.1467016498923	*	2.05
22	39330915	39331416	41988	92.1324857785444	*	-6.16
4	121842740	121843241	50124	91.9997064075587	*	1.6
19	2621379	2621880	29820	91.9314197048118	*	1.22
8	29522763	29523264	64837	91.7717835469689	*	1.62
7	157889867	157890368	63962	91.7263072694617	*	-4.27
3	33242504	33243005	43207	91.7263072694617	*	-6.56
3	169464210	169464711	46436	91.7198493577602	*	-6.56
3	186806642	186807143	47079	91.7198493577602	*	1.8
7	39251922	39252423	60577	91.605219526258	*	7
2	202143287	202143788	36839	91.605219526258	*	-3.81
4	7865488	7865989	47804	91.605219526258	*	-3.38
5	128150220	128150721	54245	91.5926676538819	*	7
17	57863638	57864139	27001	91.5926676538819	*	2.31
3	39216194	39216695	43336	91.5801519540989	*	-4.29
19	49991301	49991802	31479	91.5428198203334	*	2.38
8	48794804	48795305	65244	91.4026143380285	*	-3.44
6	26198335	26198836	56644	91.331221856625	*	1.75
11	128627522	128628023	13718	91.1238269966426	*	1.43
3	185827118	185827619	47030	91.1238269966426	*	2.07
2	172020046	172020547	36125	91.0568393731556	*	4.3
5	12068233	12068734	51885	90.9908693226233	*	-3.32
7	51844231	51844732	60969	90.9908693226233	*	5.02
1	36652254	36652755	1202	90.9528445472132	*	-3.69
7	157941582	157942083	63967	90.9205147838773	*	-1.81
1	154424218	154424719	3500	90.9151498112135	*	-2.37
6	90932483	90932984	58040	90.8039897621589	*	-3.35
5	1951127	1951628	51630	90.695604052333	*	-3.02
10	110357574	110358075	9720	90.584885673656	*	-6.12
6	71794303	71794804	57671	90.565054840939	*	-7.26
3	169655562	169656063	46445	90.5403929642243	*	-4.11
10	4163452	4163953	6962	90.4527520902094	*	2.14
MT	371	872	70584	90.4431224968649	*	-0.96
2	208394536	208395037	37014	90.3668448861389	*	1.57
3	13723389	13723890	42758	90.301183562535	*	-5.62
9	84749531	84750032	68561	90.2136305161552	*	-3.46
5	142984984	142985485	54781	90.2045162529591	*	2.96
3	111762283	111762784	44916	90.1547268665621	*	-2.64
1	166175359	166175860	4130	90.0348832784582	*	-7.25
